,topology,centrality,position,label
0,5.0982110698062035e-09,3.2712256072793634e-10,0.9999999945746663,0
1,1.122073511353096e-09,7.199693291097196e-11,0.9999999988059296,0
2,3.8493183598957976e-08,2.469883772375942e-09,0.9999999590369327,0
3,4.264787852285929e-07,2.7364663881093504e-08,0.9999995461565508,0
4,3.319015993376171e-07,2.1296195782876045e-08,0.999999646802205,0
5,2.9471243837810225e-07,1.8909983561014792e-08,0.999999686377578,0
6,3.400925269963756e-07,2.1821759984471998e-08,0.999999638085713,0
7,6.348331906728646e-07,4.0733554598767864e-08,0.9999993244332549,0
8,1.4030267733003668e-07,9.002407012334938e-09,0.9999998506949156,0
9,1.5251172039708476e-07,9.785790316291056e-09,0.9999998377024891,0
10,6.023131516930604e-08,3.864693278566779e-09,0.9999999359039916,0
11,5.461928843346896e-08,3.504602154138216e-09,0.9999999418761094,0
12,5.546820202824771e-08,3.5590720034948724e-09,0.9999999409727259,0
13,1.9962909970522247e-08,1.2809038581815177e-09,0.9999999787561862,0
14,1.453530345778941e-08,9.326459071555158e-10,0.9999999845320506,0
15,3.273958161604407e-08,2.100708587533767e-09,0.9999999651597097,0
16,1.956146676060878e-08,1.2551455815986836e-09,0.9999999791833878,0
17,1.643234533584873e-08,1.0543680540933214e-09,0.9999999825132865,0
18,4.799396023564403e-09,3.0794933667498035e-10,0.9999999948926546,0
19,1.2949033372883742e-08,8.308641791973226e-10,0.9999999862201023,0
20,8.249695914618904e-08,5.2933501886564965e-09,0.9999999122096906,0
21,2.0253608656202402e-07,1.299556302569928e-08,0.9999997844683504,0
22,6.474950463970489e-08,4.15459922580467e-09,0.9999999310958961,0
23,6.852566826597721e-07,4.396893689144896e-08,0.9999992707743806,0
24,3.8387605225807886e-07,2.4631094220578683e-08,0.9999995914928536,0
25,2.5576169237401063e-07,1.6410740669604605e-08,0.9999997278275669,0
26,2.660234676465009e-07,1.706917912160052e-08,0.9999997169073533,0
27,4.596394071336258e-07,2.9492388175826872e-08,0.9999995108682048,0
28,2.3171760377187653e-07,1.4867971308704354e-08,0.9999997534144249,0
29,4.3529495032302495e-07,2.7930345933484578e-08,0.9999995367747038,0
30,8.378753770682092e-08,5.376159110804657e-09,0.9999999108363034,0
31,1.3593823980623307e-07,8.722366433517163e-09,0.9999998553393936,0
32,7.684934788875766e-08,4.930975812383939e-09,0.9999999182196762,0
33,3.8185774988678207e-08,2.450159149286071e-09,0.9999999593640659,0
34,1.0059853802850315e-07,6.4548232536440595e-09,0.9999998929466386,0
35,8.67804114978427e-08,5.568194419866858e-09,0.999999907651394,0
36,1.1675007621778369e-07,7.491173545899289e-09,0.9999998757587502,0
37,1.4838413125247377e-07,9.520946920807762e-09,0.9999998420949218,0
38,2.1309018019932922e-07,1.3672757847476036e-08,0.9999997732370619,0
39,1.9684637600310758e-07,1.2630487382037418e-08,0.9999997905231367,0
40,7.240918621238472e-08,4.64607645499496e-09,0.9999999229447373,0
41,1.0476143996777256e-07,6.721932465833828e-09,0.9999998885166275,0
42,1.639649866323184e-07,1.0520679815424886e-08,0.9999998255143334,0
43,3.1263851774238344e-08,2.0060195842374654e-09,0.9999999667301287,0
44,4.938508058925638e-08,3.1687534711518215e-09,0.9999999474461659,0
45,4.64202913632886e-09,2.978520185331028e-10,0.9999999950601188,0
46,2.769942093414556e-09,1.7773107826630525e-10,0.9999999970523268,0
47,3.251382637898689e-08,2.086223186628878e-09,0.9999999653999506,0
48,9.991949100653092e-09,6.411252754572767e-10,0.9999999893669255,0
49,9.700348402716768e-09,6.224149541871513e-10,0.9999999896772366,0
50,1.5146428644773622e-09,9.718582570081108e-11,0.9999999983881713,0
51,5.749356788086741e-10,3.689027953738623e-11,0.9999999993881741,0
52,1.57178816838355e-09,1.0085250758028042e-10,0.9999999983273593,0
