,topology,centrality,position,label
0,4.715110960454126e-06,0.9999952327059274,5.218311209931511e-08,1
1,0.00010340419637728313,0.9998839856147279,1.2610188894820417e-05,0
2,0.00016548315277419977,0.9998304296003,4.087246925921956e-06,0
3,5.131790533353244e-06,0.9999948388249152,2.9384551371057295e-08,1
4,5.698142483979833e-06,0.9999942352820076,6.657550848854178e-08,1
5,0.00012940021981406666,0.9998677850994471,2.814680738778508e-06,0
6,3.754500800060766e-06,0.9999961577547771,8.77444227161466e-08,1
7,3.971688494849704e-06,0.9999959713024053,5.700909985222035e-08,1
8,0.00012169461336398054,0.9998756381543766,2.6672322593997105e-06,0
9,5.4334814891372315e-05,0.9999452565391079,4.086460006525793e-07,2
10,0.00012835608564320543,0.999870187144433,1.4567699238657761e-06,0
11,3.392226161982802e-05,0.9999656863548755,3.9138350489022364e-07,2
12,1.6465367514355624e-06,0.9999982774960804,7.596716828498432e-08,1
13,4.096113484289077e-06,0.999995823235942,8.065057344440756e-08,1
14,0.00010204305429889608,0.9998961482635512,1.8086821499295192e-06,0
15,4.015802630381877e-06,0.9999959094259452,7.477142439483989e-08,1
16,3.804176079345569e-06,0.9999961682801498,2.7543770760441865e-08,1
17,4.420290454800262e-06,0.9999949717569421,6.079526031902743e-07,1
18,0.00013423227516193038,0.9998536821804378,1.2085544400307788e-05,0
19,4.8993614824664375e-05,0.9999506619970996,3.4438807565268154e-07,2
20,0.00011217980393542267,0.9998856198250341,2.200371030476836e-06,0
21,9.840548221496878e-06,0.9999887210131119,1.4384386666565225e-06,1
22,8.236704396299885e-06,0.9999916505021675,1.1279343609207757e-07,1
23,2.9321205258183276e-05,0.999970479573973,1.9922076889662939e-07,2
24,3.110355967897756e-05,0.9999683391600798,5.572802413127208e-07,2
25,5.287868199523429e-05,0.9999468509691971,2.7034880763953713e-07,2
26,4.9627507200506535e-06,0.999994953225998,8.402328191560624e-08,1
27,0.00011845633465192399,0.9998773633364527,4.1803288952431475e-06,0
28,3.0069344130561212e-05,0.9999695283840584,4.0227181105751165e-07,2
29,3.488748895297333e-05,0.9999647073731875,4.0513785951439925e-07,2
30,0.00012483774438955096,0.999873321729456,1.8405261546198615e-06,0
31,0.00012175821180522043,0.9998749407162618,3.301071932993418e-06,0
32,3.0361083687505286e-05,0.9999692160283781,4.2288793437514885e-07,2
33,3.989087448374556e-05,0.9999593881602987,7.209652176933166e-07,2
34,0.00012820191450037675,0.9998690602265209,2.737858978802145e-06,0
35,9.568599731778556e-06,0.9999903267541937,1.046460745892844e-07,1
36,3.4329008608899004e-05,0.9999652292334247,4.417579663598442e-07,2
37,0.00011654818377471478,0.9998819593351763,1.4924810491788435e-06,0
38,0.00010242438833099108,0.9998956585538025,1.917057866517051e-06,0
39,8.998790037215829e-05,0.9999052547154258,4.757384202002768e-06,0
40,0.0001864042223383358,0.9998072707716783,6.325005983446332e-06,0
41,2.706586424847343e-05,0.9999726124265078,3.21709243806878e-07,2
42,3.22286751242304e-05,0.999967448068054,3.232568217136437e-07,2
43,6.672427022567233e-05,0.9999329038240629,3.7190571160811985e-07,2
44,3.821470940470567e-05,0.9999612718021537,5.134884416736578e-07,2
45,9.491013033585722e-05,0.9999032080118336,1.8818578305091996e-06,0
46,4.585414174492469e-06,0.9999948604503628,5.541354627912919e-07,1
47,3.97981734497349e-05,0.9999597527198162,4.4910673419296267e-07,2
48,0.0001863292198022402,0.9998113421038382,2.3286763595190564e-06,0
49,0.0002515954211913892,0.9997458531917122,2.551387096413531e-06,0
50,8.570058397698797e-05,0.9999120990113985,2.2004046245600344e-06,0
51,5.470272999212727e-06,0.9999944622014231,6.752557786938783e-08,1
52,0.00026073505140882875,0.9997369748338875,2.2901147036488895e-06,0
53,3.708116873769117e-05,0.9999624528437195,4.659875426224998e-07,2
54,0.00012438549271472543,0.9998728636577399,2.7508495453104664e-06,0
55,0.000129830351012173,0.9998686248404929,1.5448084948749852e-06,0
56,3.7656456541597206e-06,0.9999961986032508,3.575109486288003e-08,1
57,5.321642115879577e-05,0.999946380566531,4.0301231026677813e-07,2
58,3.321799136888851e-05,0.9999664663405661,3.1566806517464606e-07,2
59,5.178088881850836e-06,0.9999947576957168,6.421540135280907e-08,1
60,0.00014340309636697268,0.9998512275598826,5.369343750322628e-06,0
61,1.1201542694682658e-05,0.9999883306395734,4.6781773195961526e-07,2
62,0.00011713900855246289,0.9998810960087177,1.7649827298871488e-06,0
63,4.489289571233061e-06,0.9999954432138686,6.749656017559446e-08,1
64,4.254671756017593e-05,0.9999553530503237,2.1002321160774348e-06,0
65,0.00011016921429218909,0.9998886204066281,1.2103790797067223e-06,0
66,3.656774008737783e-06,0.9999963033482335,3.987775782113158e-08,1
67,4.070582893014757e-05,0.9999588802208884,4.139501813225284e-07,2
68,0.0001149200428978047,0.9998833169530911,1.7630040111402703e-06,0
69,4.9983713841763355e-05,0.9999496872984738,3.289876844633918e-07,2
70,8.282230328576656e-05,0.9999167524953163,4.2520139780788e-07,2
71,0.00016860665053712725,0.9998295576036217,1.835745841121372e-06,0
72,5.911202387627711e-05,0.9999401875668871,7.00409236512984e-07,2
73,2.7961393885389635e-05,0.9999717568659746,2.817401401767745e-07,2
74,4.797810858168443e-06,0.9999951299212665,7.226787538826968e-08,1
75,0.00029601651395233996,0.9996991143062898,4.869179757750169e-06,0
76,8.972279664153547e-05,0.9999084717395087,1.8054638499388974e-06,0
77,0.0001303581816498866,0.9998675605757353,2.0812426149485976e-06,0
78,8.26150765914916e-06,0.999991692802275,4.56900659599191e-08,1
79,0.00013556085959406144,0.9998587210640717,5.718076334171009e-06,0
80,3.881803090038451e-05,0.9999608619934901,3.19975609541512e-07,2
81,8.297020867917886e-06,0.9999916114456587,9.153347353491589e-08,1
82,3.887266060786229e-05,0.9999608333421955,2.939971966789049e-07,2
83,3.517962681596476e-05,0.9999643523509383,4.6802224570404984e-07,2
84,3.627179051584151e-05,0.9999634490809798,2.791285043738712e-07,2
85,9.977484399380084e-05,0.9998971697835174,3.0553724887905762e-06,0
86,4.664173387520649e-05,0.9999530958402065,2.6242591836202476e-07,2
87,3.6810684439867536e-05,0.9999626203037527,5.690118074082845e-07,2
88,0.00010623797391109263,0.9998932430296058,5.189964831163011e-07,2
89,8.166654633977032e-06,0.9999918096350112,2.3710354896295833e-08,1
90,7.164650439916115e-06,0.9999927186225609,1.1672699933224828e-07,1
91,3.9227557380883936e-05,0.9999604037304217,3.687121974038275e-07,2
92,6.7735253846285995e-06,0.9999930037453857,2.2272922970026492e-07,1
93,3.5938048671923026e-05,0.9999637131150796,3.4883624844995665e-07,2
94,2.910332347417223e-05,0.9999704388988409,4.577776849900052e-07,2
95,4.8095801370175947e-05,0.9999515090074735,3.951911562573322e-07,2
96,4.1527812178968675e-06,0.999995791760828,5.545795418321089e-08,1
97,0.00010427989849327106,0.9998864969872133,9.22311429344218e-06,0
98,2.586429140975814e-05,0.9999736090873019,5.266212881100024e-07,2
99,5.500386683507937e-05,0.9999446348579134,3.61275251416855e-07,2
100,3.772938885261476e-06,0.9999961668013261,6.025978871856966e-08,1
101,0.0001582576593456666,0.9998398482908454,1.8940498090093207e-06,0
102,1.1051445965293094e-05,0.9999888804960116,6.805802315348176e-08,1
103,0.00010490337175940198,0.9998922850663472,2.8115618933319887e-06,0
104,5.833485470142567e-06,0.9999939419825203,2.2453200951890373e-07,1
105,4.808794124416973e-05,0.9999479549002059,3.957158550061495e-06,0
106,5.054023259961752e-06,0.9999948862075426,5.97691973755493e-08,1
107,4.341170130359655e-06,0.9999956119461141,4.688375566834535e-08,1
108,0.00017141188697876705,0.9998273228924666,1.2652205548174431e-06,0
109,4.2403143919879226e-06,0.9999956501026105,1.0958299738526515e-07,1
