,topology,centrality,position,label
0,0.999967218516917,3.267175605221892e-05,1.0972703070355198e-07,0
1,0.9995507330011038,0.00044914390292205954,1.2309597425142727e-07,0
2,0.9999506106955623,4.9297434629934953e-05,9.186980756887683e-08,0
3,0.9998406462616842,0.0001590949879104732,2.587504053879168e-07,0
4,0.9998639393811127,0.00013581587147988973,2.4474740742178364e-07,0
5,0.9999800046241714,1.988237470718063e-05,1.1300112163404208e-07,0
6,0.9998458004779608,0.00015401544273973484,1.84079299348761e-07,0
7,0.9999836800690174,1.618466499955917e-05,1.3526598300637385e-07,0
8,0.9998802946098312,0.00011942808353052982,2.7730663833481616e-07,0
9,0.9999779433407797,2.1917167143435283e-05,1.394920769199224e-07,0
10,0.9999045240368436,9.514354676399966e-05,3.32416392472938e-07,0
11,0.9999875029661541,1.2400185942815847e-05,9.684790301415176e-08,0
12,0.9998697534476123,0.00013014621689979544,1.0033548783306155e-07,0
13,0.9999471747780717,5.1804213352331794e-05,1.0210085759725466e-06,0
14,0.9999400047681358,5.979536064057975e-05,1.9987122355484673e-07,0
15,0.9999914339953995,8.466608200188978e-06,9.939640030992128e-08,0
16,0.999836145694734,0.0001636713795594951,1.8292570649007828e-07,0
17,0.9999755766725518,2.4193894356740353e-05,2.2943309158379745e-07,0
18,0.999894857727937,0.0001050521948925018,9.007717052409933e-08,0
19,0.999977105322063,2.276781142594394e-05,1.2686651101023565e-07,0
20,0.9999862126618617,1.3501811564074715e-05,2.855265740274228e-07,0
21,0.9999814153335128,1.8376926036344884e-05,2.077404509450917e-07,0
22,0.9998668907951882,0.00013284112628836475,2.6807852351968043e-07,0
23,0.9999883598868451,1.1544233372502197e-05,9.587978243787076e-08,0
24,0.9999392533513303,6.066829305799704e-05,7.835561182758702e-08,0
25,0.9999623457012334,3.753270306785864e-05,1.2159569872855243e-07,0
26,0.9999403778977328,5.950930021940413e-05,1.1280204773258074e-07,0
27,0.999656516843032,0.0003432926124606775,1.9054450730962342e-07,0
28,0.9999855804551391,1.4333633529629561e-05,8.591133133360913e-08,0
29,0.9997797852382221,0.00021996609487804375,2.4866689977884165e-07,0
30,0.9999535322187542,4.6354613193095344e-05,1.1316805262750504e-07,0
31,0.9999741703642683,2.56140133336843e-05,2.1562239817768029e-07,0
32,0.9998534413152096,0.0001464804615450287,7.822324548722596e-08,0
33,0.9999711050512717,2.8778394232249904e-05,1.1655449614592075e-07,0
34,0.9998356809222404,0.00016415020419089234,1.6887356866970237e-07,0
35,0.999993742694215,6.119279560619835e-06,1.3802622434063897e-07,0
36,0.999952475341901,4.7425868910402506e-05,9.878918855421406e-08,0
37,0.9999791708753266,2.073951885952327e-05,8.960581388910379e-08,0
38,0.9999318762226064,6.803301276149087e-05,9.076463215197242e-08,0
